alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-2997,CSE-04,EN-SCADA-04,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-17T21:51:00+05:30,2026-07-17T21:55:00+05:30,2026-07-18T04:54:00+05:30,RESOLVED,Compromised host isolated and imaged,K. Rao
ALT-2998,CSE-04,GATEWAY-DMZ-01,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-28T03:56:00+05:30,2026-07-28T04:21:00+05:30,2026-07-28T11:47:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2999,CSE-05,TR-OPS-14,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-31T11:47:00+05:30,2026-07-31T11:52:00+05:30,2026-07-31T16:09:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-3000,CSE-01,PL-PLC-09,LOW,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-13T03:45:00+05:30,,,OPEN,,
ALT-3001,CSE-03,EN-SCADA-02,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-21T22:29:00+05:30,2026-07-21T22:46:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-3002,CSE-02,TR-OPS-14,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-07-17T22:43:00+05:30,2026-07-17T23:08:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3003,CSE-01,TR-OPS-03,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-30T00:49:00+05:30,2026-07-30T01:00:00+05:30,2026-07-30T09:17:00+05:30,CLOSED,False positive - verified scheduled maintenance,P. Nair
ALT-3004,CSE-04,TR-OPS-14,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-28T13:45:00+05:30,2026-07-28T14:10:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3005,CSE-01,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-08-01T18:09:00+05:30,,,OPEN,,
ALT-3006,CSE-04,RTU-SUB-05,LOW,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-22T04:35:00+05:30,2026-07-22T04:57:00+05:30,2026-07-22T07:26:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3007,CSE-05,EN-SCADA-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-13T14:37:00+05:30,2026-07-13T14:44:00+05:30,2026-07-13T15:41:00+05:30,CLOSED,False positive - verified scheduled maintenance,A. Sharma
ALT-3008,CSE-02,,HIGH,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-10T04:23:00+05:30,2026-07-10T04:25:00+05:30,2026-07-10T10:56:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,A. Sharma
ALT-3009,CSE-04,EN-SCADA-01,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Automated login attempts observed across multiple accounts,2026-07-12T15:44:00+05:30,2026-07-12T15:51:00+05:30,2026-07-12T21:21:00+05:30,CLOSED,Patched and verified,A. Sharma
ALT-3010,CSE-03,EN-SCADA-04,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-15T20:03:00+05:30,,,OPEN,,
ALT-3011,CSE-03,PL-PLC-09,HIGH,brute-force,SSH credential brute force against engineering server,High rate of NTLM login failures originating from untrusted subnet,2026-07-12T15:06:00+05:30,2026-07-12T15:12:00+05:30,,IN_PROGRESS,,P. Nair
ALT-3012,CSE-03,RTU-SUB-05,LOW,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-19T00:58:00+05:30,2026-07-19T01:18:00+05:30,2026-07-19T05:45:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-3013,CSE-05,GATEWAY-DMZ-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-08-02T07:24:00+05:30,2026-08-02T07:28:00+05:30,2026-08-02T16:24:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-3014,CSE-07,RTU-SUB-01,HIGH,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-12T18:07:00+05:30,2026-07-12T18:26:00+05:30,,ACKNOWLEDGED,,
ALT-3015,CSE-02,HIST-SRV-01,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-17T09:28:00+05:30,2026-07-17T09:41:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3016,CSE-02,RTU-SUB-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-29T06:46:00+05:30,2026-07-29T06:57:00+05:30,2026-07-29T10:22:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,R. Iyer
ALT-3017,CSE-04,RTU-SUB-05,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-17T19:38:00+05:30,2026-07-17T19:56:00+05:30,2026-07-18T01:11:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3018,CSE-07,EN-SCADA-04,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,Inbound byte volume exceeded baseline by over 500%,2026-07-14T11:47:00+05:30,2026-07-14T11:57:00+05:30,2026-07-14T19:54:00+05:30,CLOSED,Patched and verified,K. Rao
ALT-3019,CSE-05,ENG-WRK-02,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-20T13:27:00+05:30,2026-07-20T13:50:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3020,CSE-03,PL-PLC-12,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-14T05:18:00+05:30,,,OPEN,,
ALT-3021,CSE-01,EN-SCADA-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-30T09:20:00+05:30,2026-07-30T09:39:00+05:30,2026-07-30T11:28:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-3022,CSE-01,EN-SCADA-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-08-04T12:02:00+05:30,2026-08-04T12:16:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3023,CSE-07,EN-SCADA-01,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-08T13:28:00+05:30,2026-07-08T13:53:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-3024,CSE-03,ENG-WRK-07,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-21T22:24:00+05:30,2026-07-21T22:33:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3025,CSE-03,EN-SCADA-02,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-08-04T17:11:00+05:30,2026-08-04T17:13:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3026,CSE-07,GATEWAY-DMZ-01,CRITICAL,port-scan,Sequential port scan against historian server,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-16T22:53:00+05:30,2026-07-16T23:16:00+05:30,2026-07-17T02:37:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,K. Rao
ALT-3027,CSE-02,EN-SCADA-04,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,HTTP request to internal web portal contained SQL injection syntax,2026-07-31T22:35:00+05:30,2026-07-31T22:43:00+05:30,,IN_PROGRESS,,
ALT-3028,CSE-01,RTU-SUB-05,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-08-06T17:15:00+05:30,,,OPEN,,
ALT-3029,CSE-03,,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-29T08:53:00+05:30,2026-07-29T09:06:00+05:30,2026-07-29T18:27:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-3030,CSE-02,EN-SCADA-02,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,Inbound byte volume exceeded baseline by over 500%,2026-07-25T23:15:00+05:30,2026-07-25T23:27:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-3031,CSE-05,EN-SCADA-01,CRITICAL,xss,Suspicious script payload in web form submission,Web application firewall flagged embedded script tags in input fields,2026-07-17T02:17:00+05:30,2026-07-17T02:29:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3032,CSE-01,TR-OPS-03,HIGH,brute-force,Repeated authentication failures on SCADA gateway,Burst of failed authentication handshakes targeting remote access console,2026-08-05T15:20:00+05:30,2026-08-05T15:30:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3033,CSE-01,,LOW,xss,Cross-site scripting vector identified in operator console,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-18T21:50:00+05:30,,,OPEN,,
ALT-3034,CSE-05,,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-12T00:40:00+05:30,,,OPEN,,
ALT-3035,CSE-04,ENG-WRK-02,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-10T15:05:00+05:30,2026-07-10T15:26:00+05:30,,IN_PROGRESS,,
ALT-3036,CSE-04,EN-SCADA-04,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-21T13:22:00+05:30,2026-07-21T13:36:00+05:30,2026-07-21T15:45:00+05:30,RESOLVED,Compromised host isolated and imaged,P. Nair
ALT-3037,CSE-02,EN-SCADA-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-08-05T07:36:00+05:30,,,OPEN,,
ALT-3038,CSE-07,EN-SCADA-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-13T01:13:00+05:30,,,OPEN,,
ALT-3039,CSE-01,PL-PLC-12,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-27T07:06:00+05:30,2026-07-27T07:31:00+05:30,2026-07-27T15:26:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-3040,CSE-02,EN-SCADA-02,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-31T11:43:00+05:30,2026-07-31T11:54:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3041,CSE-05,TR-OPS-14,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-21T09:10:00+05:30,2026-07-21T09:12:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3042,CSE-05,TR-OPS-14,HIGH,brute-force,Multiple RDP failed logons on historian node,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-27T08:15:00+05:30,2026-07-27T08:23:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3043,CSE-07,PL-PLC-12,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-29T09:46:00+05:30,2026-07-29T10:10:00+05:30,2026-07-29T16:10:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-3044,CSE-03,,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-07-30T16:56:00+05:30,2026-07-30T16:58:00+05:30,,ACKNOWLEDGED,,
ALT-3045,CSE-02,RTU-SUB-01,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Malicious byte sequence designed to trigger stack corruption detected,2026-07-23T05:21:00+05:30,2026-07-23T05:29:00+05:30,2026-07-23T12:55:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,R. Iyer
ALT-3046,CSE-03,EN-SCADA-01,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Sequential low-byte TCP connections observed across multiple ports,2026-07-14T14:47:00+05:30,2026-07-14T15:03:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-3047,CSE-07,ENG-WRK-07,MEDIUM,brute-force,Repeated authentication failures on SCADA gateway,High rate of NTLM login failures originating from untrusted subnet,2026-07-16T01:27:00+05:30,2026-07-16T01:37:00+05:30,,ACKNOWLEDGED,,
ALT-3048,CSE-02,ENG-WRK-02,MEDIUM,xss,Suspicious script payload in web form submission,Web application firewall flagged embedded script tags in input fields,2026-07-20T01:11:00+05:30,,,OPEN,,
ALT-3049,CSE-02,GATEWAY-DMZ-01,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-28T21:32:00+05:30,2026-07-28T21:45:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3050,CSE-07,PL-PLC-09,LOW,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-14T02:06:00+05:30,2026-07-14T02:14:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3051,CSE-04,ENG-WRK-07,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-10T05:42:00+05:30,2026-07-10T06:02:00+05:30,2026-07-10T09:40:00+05:30,CLOSED,False positive - verified scheduled maintenance,A. Sharma
ALT-3052,CSE-03,RTU-SUB-01,HIGH,brute-force,SSH credential brute force against engineering server,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-31T06:24:00+05:30,2026-07-31T06:41:00+05:30,2026-07-31T10:43:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,P. Nair
ALT-3053,CSE-07,EN-SCADA-04,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-25T04:02:00+05:30,2026-07-25T04:20:00+05:30,2026-07-25T12:42:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,S. Verma
ALT-3054,CSE-07,ENG-WRK-07,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-07-20T08:20:00+05:30,2026-07-20T08:34:00+05:30,2026-07-20T09:42:00+05:30,CLOSED,Patched and verified,A. Sharma
ALT-3055,CSE-02,,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-25T07:07:00+05:30,2026-07-25T07:14:00+05:30,2026-07-25T14:15:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-3056,CSE-01,TR-OPS-14,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-18T14:39:00+05:30,2026-07-18T14:42:00+05:30,2026-07-18T23:20:00+05:30,CLOSED,False positive - verified scheduled maintenance,P. Nair
ALT-3057,CSE-04,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-07-20T13:27:00+05:30,2026-07-20T13:29:00+05:30,2026-07-20T17:15:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,A. Sharma
ALT-3058,CSE-03,EN-SCADA-04,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-02T00:20:00+05:30,,,OPEN,,
ALT-3059,CSE-02,TR-OPS-03,MEDIUM,port-scan,Sequential port scan against historian server,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-17T06:02:00+05:30,2026-07-17T06:10:00+05:30,,IN_PROGRESS,,
ALT-3060,CSE-03,RTU-SUB-05,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-16T19:28:00+05:30,2026-07-16T19:34:00+05:30,2026-07-17T00:40:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,S. Verma
ALT-3061,CSE-03,ENG-WRK-07,LOW,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-31T11:11:00+05:30,2026-07-31T11:25:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3062,CSE-02,PL-PLC-12,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-29T11:14:00+05:30,2026-07-29T11:26:00+05:30,2026-07-29T13:26:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,A. Sharma
ALT-3063,CSE-04,,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Web application firewall flagged embedded script tags in input fields,2026-07-25T04:31:00+05:30,2026-07-25T04:51:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3064,CSE-03,EN-SCADA-01,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-27T05:04:00+05:30,2026-07-27T05:27:00+05:30,2026-07-27T12:42:00+05:30,RESOLVED,Compromised host isolated and imaged,K. Rao
ALT-3065,CSE-03,ENG-WRK-02,HIGH,brute-force,Repeated authentication failures on SCADA gateway,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-15T03:07:00+05:30,2026-07-15T03:27:00+05:30,,IN_PROGRESS,,
ALT-3066,CSE-05,GATEWAY-DMZ-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-08-01T11:03:00+05:30,2026-08-01T11:11:00+05:30,2026-08-01T19:54:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,S. Verma
ALT-3067,CSE-05,,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-08-02T07:10:00+05:30,2026-08-02T07:13:00+05:30,,ACKNOWLEDGED,,
ALT-3068,CSE-05,,HIGH,brute-force,Repeated authentication failures on SCADA gateway,High rate of NTLM login failures originating from untrusted subnet,2026-07-21T01:15:00+05:30,2026-07-21T01:24:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-3069,CSE-07,EN-SCADA-04,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-15T22:55:00+05:30,2026-07-15T23:10:00+05:30,,IN_PROGRESS,,P. Nair
ALT-3070,CSE-02,TR-OPS-03,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-11T06:21:00+05:30,2026-07-11T06:29:00+05:30,2026-07-11T09:19:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,S. Verma
ALT-3071,CSE-04,,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-17T08:57:00+05:30,2026-07-17T09:21:00+05:30,2026-07-17T17:31:00+05:30,CLOSED,False positive - verified scheduled maintenance,A. Sharma
ALT-3072,CSE-01,TR-OPS-14,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-19T08:51:00+05:30,2026-07-19T09:03:00+05:30,2026-07-19T17:58:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-3073,CSE-05,EN-SCADA-02,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-21T16:08:00+05:30,2026-07-21T16:29:00+05:30,2026-07-21T19:52:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,A. Sharma
ALT-3074,CSE-02,,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-08-03T00:19:00+05:30,,,OPEN,,
ALT-3075,CSE-01,RTU-SUB-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-21T10:04:00+05:30,,,OPEN,,
ALT-3076,CSE-07,PL-PLC-12,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-24T22:00:00+05:30,,,OPEN,,
ALT-3077,CSE-05,ENG-WRK-02,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-07-31T04:00:00+05:30,,,OPEN,,
ALT-3078,CSE-01,,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-07-26T04:31:00+05:30,,,OPEN,,R. Iyer
ALT-3079,CSE-07,TR-OPS-14,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-29T03:10:00+05:30,,,OPEN,,
ALT-3080,CSE-02,,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-15T21:34:00+05:30,,,OPEN,,
ALT-3081,CSE-02,HIST-SRV-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Sequential low-byte TCP connections observed across multiple ports,2026-07-11T15:59:00+05:30,,,OPEN,,
ALT-3082,CSE-02,,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-08-01T08:39:00+05:30,2026-08-01T08:55:00+05:30,,ACKNOWLEDGED,,
ALT-3083,CSE-01,TR-OPS-03,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-08-04T08:38:00+05:30,,,OPEN,,P. Nair
ALT-3084,CSE-02,RTU-SUB-01,MEDIUM,credential-stuffing,High-volume login attempts using leaked credentials,Automated login attempts observed across multiple accounts,2026-07-27T07:50:00+05:30,,,OPEN,,
ALT-3085,CSE-03,PL-PLC-12,MEDIUM,port-scan,Sequential port scan against historian server,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-15T18:37:00+05:30,2026-07-15T18:40:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3086,CSE-05,TR-OPS-03,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-08-05T13:33:00+05:30,2026-08-05T13:52:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3087,CSE-04,TR-OPS-03,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-16T00:53:00+05:30,,,OPEN,,
ALT-3088,CSE-03,EN-SCADA-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-08-07T01:55:00+05:30,2026-08-07T02:17:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3089,CSE-03,EN-SCADA-02,CRITICAL,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-30T20:55:00+05:30,,,OPEN,,
ALT-3090,CSE-05,PL-PLC-09,HIGH,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-25T19:40:00+05:30,2026-07-25T19:52:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-3091,CSE-07,ENG-WRK-02,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-08-03T18:15:00+05:30,2026-08-03T18:29:00+05:30,2026-08-04T03:43:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-3092,CSE-02,EN-SCADA-01,MEDIUM,xss,Suspicious script payload in web form submission,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-18T21:27:00+05:30,2026-07-18T21:36:00+05:30,2026-07-18T23:33:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-3093,CSE-03,,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,Inbound byte volume exceeded baseline by over 500%,2026-08-06T08:31:00+05:30,,,OPEN,,
ALT-3094,CSE-05,,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-09T22:30:00+05:30,2026-07-09T22:45:00+05:30,2026-07-10T04:10:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-3095,CSE-07,ENG-WRK-02,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-19T10:30:00+05:30,2026-07-19T10:51:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-3096,CSE-05,ENG-WRK-02,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-30T12:15:00+05:30,,,OPEN,,
ALT-3097,CSE-01,TR-OPS-14,MEDIUM,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-08-02T02:44:00+05:30,2026-08-02T02:53:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-3098,CSE-01,,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Traffic contained a known exploit signature targeting unpatched software,2026-07-19T06:46:00+05:30,2026-07-19T06:53:00+05:30,2026-07-19T11:45:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,S. Verma
ALT-3099,CSE-05,,MEDIUM,xss,Cross-site scripting vector identified in operator console,Web application firewall flagged embedded script tags in input fields,2026-07-24T12:00:00+05:30,2026-07-24T12:14:00+05:30,2026-07-24T15:36:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-3100,CSE-04,,CRITICAL,sql-injection,Malformed query string on engineering portal,Union-based SELECT payload identified in user parameter field,2026-07-27T14:04:00+05:30,,,OPEN,,
ALT-3101,CSE-03,TR-OPS-14,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-28T18:42:00+05:30,2026-07-28T18:56:00+05:30,,IN_PROGRESS,,K. Rao
ALT-3102,CSE-05,,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-17T01:01:00+05:30,2026-07-17T01:09:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-3103,CSE-01,ENG-WRK-07,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-07-25T02:49:00+05:30,2026-07-25T03:06:00+05:30,2026-07-25T08:49:00+05:30,RESOLVED,Compromised host isolated and imaged,K. Rao
ALT-3104,CSE-01,,LOW,brute-force,SSH credential brute force against engineering server,Burst of failed authentication handshakes targeting remote access console,2026-07-15T12:35:00+05:30,2026-07-15T12:50:00+05:30,,ACKNOWLEDGED,,S. Verma
